id,user,thinking,ai
884,Πώς βράζω μακαρόνια?,"Αλατισμένο νερό, 8-10 λεπτά.","Αλάτισε πολύ νερό, βράσε, βράσε μακαρόνια 8-10 λεπτά, στράγγισε."
885,βράσιμο μακαρονιών - συμβουλές?,"Αλατισμένο νερό, 8-10 λεπτά.","Αλάτισε πολύ νερό, βράσε, βράσε μακαρόνια 8-10 λεπτά, στράγγισε."
886,Γρήγορος οδηγός: βράσιμο μακαρονιών.,"Αλατισμένο νερό, 8-10 λεπτά.","Αλάτισε πολύ νερό, βράσε, βράσε μακαρόνια 8-10 λεπτά, στράγγισε."
887,Πώς κάνω κρέπες?,"Αλεύρι, γάλα, αβγό, ροδίζω.","Ανακάτεψε αλεύρι, γάλα, αβγό και πρέζα αλάτι, ψήσε λεπτά ως να ροδίσουν."
888,κρέπες - συμβουλές?,"Αλεύρι, γάλα, αβγό, ροδίζω.","Ανακάτεψε αλεύρι, γάλα, αβγό και πρέζα αλάτι, ψήσε λεπτά ως να ροδίσουν."
889,Γρήγορος οδηγός: κρέπες.,"Αλεύρι, γάλα, αβγό, ροδίζω.","Ανακάτεψε αλεύρι, γάλα, αβγό και πρέζα αλάτι, ψήσε λεπτά ως να ροδίσουν."
890,Πώς ξυπνάω το πρωί?,"Φως, νερό, κίνηση.","Άναψε φως, πιες ένα ποτήρι νερό, κινήσου λίγο και πάρε αέρα."
891,ξύπνημα - συμβουλές?,"Φως, νερό, κίνηση.","Άναψε φως, πιες ένα ποτήρι νερό, κινήσου λίγο και πάρε αέρα."
892,Γρήγορος οδηγός: ξύπνημα.,"Φως, νερό, κίνηση.","Άναψε φως, πιες ένα ποτήρι νερό, κινήσου λίγο και πάρε αέρα."
893,Πώς κοιμάμαι πιο γρήγορα?,"Σκοτάδι, δροσιά, χωρίς τηλέφωνο, ρουτίνα.","Κοιμήσου σκοτάδι και δροσιά, βάλε τηλέφωνο, κράτα σταθερή ρουτίνα."
894,ύπνος - συμβουλές?,"Σκοτάδι, δροσιά, χωρίς τηλέφωνο, ρουτίνα.","Κοιμήσου σκοτάδι και δροσιά, βάλε τηλέφωνο, κράτα σταθερή ρουτίνα."
895,Γρήγορος οδηγός: ύπνος.,"Σκοτάδι, δροσιά, χωρίς τηλέφωνο, ρουτίνα.","Κοιμήσου σκοτάδι και δροσιά, βάλε τηλέφωνο, κράτα σταθερή ρουτίνα."
896,Πώς διαβάζω για εξετάσεις?,"Κομμάτια, ενεργή ανάκληση, διαλείμματα.","Χώρισε σε κομμάτια, ρώτα τον εαυτό σου ενεργά, κάνε διαλείμματα, επανάλαβε αύριο."
897,διάβασμα εξετάσεων - συμβουλές?,"Κομμάτια, ενεργή ανάκληση, διαλείμματα.","Χώρισε σε κομμάτια, ρώτα τον εαυτό σου ενεργά, κάνε διαλείμματα, επανάλαβε αύριο."
898,Γρήγορος οδηγός: διάβασμα εξετάσεων.,"Κομμάτια, ενεργή ανάκληση, διαλείμματα.","Χώρισε σε κομμάτια, ρώτα τον εαυτό σου ενεργά, κάνε διαλείμματα, επανάλαβε αύριο."
899,Πώς γράφω αίτηση δουλειάς?,"Γράμμα, βιογραφικό, πτυχία.",Γράψε σύντομο γράμμα με βιογραφικό πίνακα και χρήσιμα πτυχία.
900,αίτηση δουλειάς - συμβουλές?,"Γράμμα, βιογραφικό, πτυχία.",Γράψε σύντομο γράμμα με βιογραφικό πίνακα και χρήσιμα πτυχία.
901,Γρήγορος οδηγός: αίτηση δουλειάς.,"Γράμμα, βιογραφικό, πτυχία.",Γράψε σύντομο γράμμα με βιογραφικό πίνακα και χρήσιμα πτυχία.
902,Πώς βρίσκω σπίτι?,"Προϋπολογισμός, σάιτ, χαρτιά, επισκέψεις.","Βάλε προϋπολογισμό, ψάξε σε σάιτ, ετοίμασε χαρτιά, πήγαινε με ερωτήσεις."
903,εύρεση σπιτιού - συμβουλές?,"Προϋπολογισμός, σάιτ, χαρτιά, επισκέψεις.","Βάλε προϋπολογισμό, ψάξε σε σάιτ, ετοίμασε χαρτιά, πήγαινε με ερωτήσεις."
904,Γρήγορος οδηγός: εύρεση σπιτιού.,"Προϋπολογισμός, σάιτ, χαρτιά, επισκέψεις.","Βάλε προϋπολογισμό, ψάξε σε σάιτ, ετοίμασε χαρτιά, πήγαινε με ερωτήσεις."
905,Πώς ποτίζω σωστά τα λουλούδια?,"Τεστ δαχτύλου, χωρίς λίμναση.","Τεστ δαχτύλου: πότιζε μόνο αν πάνω στεγνό, απέφυγε λίμναση."
906,πότισμα λουλουδιών - συμβουλές?,"Τεστ δαχτύλου, χωρίς λίμναση.","Τεστ δαχτύλου: πότιζε μόνο αν πάνω στεγνό, απέφυγε λίμναση."
907,Γρήγορος οδηγός: πότισμα λουλουδιών.,"Τεστ δαχτύλου, χωρίς λίμναση.","Τεστ δαχτύλου: πότιζε μόνο αν πάνω στεγνό, απέφυγε λίμναση."
908,Πώς οργανώνω τη μέρα μου?,"3 προτεραιότητες, κομμάτια, διαλείμματα.","Διάλεξε 3 προτεραιότητες, σχεδίασε κομμάτια με διαλείμματα, βάλε περισπασμούς."
909,οργάνωση μέρας - συμβουλές?,"3 προτεραιότητες, κομμάτια, διαλείμματα.","Διάλεξε 3 προτεραιότητες, σχεδίασε κομμάτια με διαλείμματα, βάλε περισπασμούς."
910,Γρήγορος οδηγός: οργάνωση μέρας.,"3 προτεραιότητες, κομμάτια, διαλείμματα.","Διάλεξε 3 προτεραιότητες, σχεδίασε κομμάτια με διαλείμματα, βάλε περισπασμούς."
911,Πώς αρχίζω σπορ?,"Λίγο, 2 φορές τη βδομάδα, αύξηση.","Άρχισε 2 φορές τη βδομάδα περπάτημα ή ελαφρύ, αύξησε αργά."
912,αρχή σπορ - συμβουλές?,"Λίγο, 2 φορές τη βδομάδα, αύξηση.","Άρχισε 2 φορές τη βδομάδα περπάτημα ή ελαφρύ, αύξησε αργά."
913,Γρήγορος οδηγός: αρχή σπορ.,"Λίγο, 2 φορές τη βδομάδα, αύξηση.","Άρχισε 2 φορές τη βδομάδα περπάτημα ή ελαφρύ, αύξησε αργά."
914,Πώς πίνω αρκετό νερό?,"Μπουκάλι έτοιμο, υπενθυμίσεις.","Κράτα μπουκάλι έτοιμο, πιες ένα ποτήρι σε κάθε γεύμα, βάλε υπενθυμίσεις."
915,αρκετό νερό - συμβουλές?,"Μπουκάλι έτοιμο, υπενθυμίσεις.","Κράτα μπουκάλι έτοιμο, πιες ένα ποτήρι σε κάθε γεύμα, βάλε υπενθυμίσεις."
916,Γρήγορος οδηγός: αρκετό νερό.,"Μπουκάλι έτοιμο, υπενθυμίσεις.","Κράτα μπουκάλι έτοιμο, πιες ένα ποτήρι σε κάθε γεύμα, βάλε υπενθυμίσεις."
917,Τι είναι υγιεινό πρωινό?,"Βρώμη, φρούτα, γιαούρτι.","Για παράδειγμα βρώμη με φρούτα και γιαούρτι, ή ψωμί ολικής με αβγό."
918,υγιεινό πρωινό - συμβουλές?,"Βρώμη, φρούτα, γιαούρτι.","Για παράδειγμα βρώμη με φρούτα και γιαούρτι, ή ψωμί ολικής με αβγό."
919,Γρήγορος οδηγός: υγιεινό πρωινό.,"Βρώμη, φρούτα, γιαούρτι.","Για παράδειγμα βρώμη με φρούτα και γιαούρτι, ή ψωμί ολικής με αβγό."
920,Τι κατά του στρες?,"Διαλείμματα, κίνηση, ύπνος, κουβέντα.","Σύντομα διαλείμματα, κίνηση, αρκετός ύπνος και κουβέντα βοηθούν."
921,στρες - συμβουλές?,"Διαλείμματα, κίνηση, ύπνος, κουβέντα.","Σύντομα διαλείμματα, κίνηση, αρκετός ύπνος και κουβέντα βοηθούν."
922,Γρήγορος οδηγός: στρες.,"Διαλείμματα, κίνηση, ύπνος, κουβέντα.","Σύντομα διαλείμματα, κίνηση, αρκετός ύπνος και κουβέντα βοηθούν."
923,Πώς ακυρώνω ραντεβού?,"Νωρίς, σύντομη αιτία, νέα ημερομηνία.","Ακύρωσε νωρίς, δώσε σύντομη αιτία, πρότεινε νέα ημερομηνία."
924,ακύρωση ραντεβού - συμβουλές?,"Νωρίς, σύντομη αιτία, νέα ημερομηνία.","Ακύρωσε νωρίς, δώσε σύντομη αιτία, πρότεινε νέα ημερομηνία."
925,Γρήγορος οδηγός: ακύρωση ραντεβού.,"Νωρίς, σύντομη αιτία, νέα ημερομηνία.","Ακύρωσε νωρίς, δώσε σύντομη αιτία, πρότεινε νέα ημερομηνία."
926,Πώς ζητάω βοήθεια?,"Συγκεκριμένα: τι, ως πότε, ευχαριστώ.","Ζήτα συγκεκριμένα: τι, ως πότε, γιατί. Παράδειγμα: Με βοηθάς σήμερα στο κουβάλημα; Ευχαριστώ!"
927,αίτημα βοήθειας - συμβουλές?,"Συγκεκριμένα: τι, ως πότε, ευχαριστώ.","Ζήτα συγκεκριμένα: τι, ως πότε, γιατί. Παράδειγμα: Με βοηθάς σήμερα στο κουβάλημα; Ευχαριστώ!"
928,Γρήγορος οδηγός: αίτημα βοήθειας.,"Συγκεκριμένα: τι, ως πότε, ευχαριστώ.","Ζήτα συγκεκριμένα: τι, ως πότε, γιατί. Παράδειγμα: Με βοηθάς σήμερα στο κουβάλημα; Ευχαριστώ!"
929,Πώς μαθαίνω να λέω όχι?,"Σύντομα, ευγενικά, εναλλακτική.","Πες όχι σύντομα και ευγενικά, πρότεινε εναλλακτική αν μπορείς."
930,λέω όχι - συμβουλές?,"Σύντομα, ευγενικά, εναλλακτική.","Πες όχι σύντομα και ευγενικά, πρότεινε εναλλακτική αν μπορείς."
931,Γρήγορος οδηγός: λέω όχι.,"Σύντομα, ευγενικά, εναλλακτική.","Πες όχι σύντομα και ευγενικά, πρότεινε εναλλακτική αν μπορείς."
932,Πώς αποταμιεύω για διακοπές?,"Στόχος, αυτόματα μηνιαία.","Βάλε στόχο, αποταμίευε κάθε μήνα αυτόματα, πρόσθεσε έξτρα."
933,αποταμίευση διακοπών - συμβουλές?,"Στόχος, αυτόματα μηνιαία.","Βάλε στόχο, αποταμίευε κάθε μήνα αυτόματα, πρόσθεσε έξτρα."
934,Γρήγορος οδηγός: αποταμίευση διακοπών.,"Στόχος, αυτόματα μηνιαία.","Βάλε στόχο, αποταμίευε κάθε μήνα αυτόματα, πρόσθεσε έξτρα."
935,Πώς κλείνω φτηνές πτήσεις?,"Ευέλικτες ημερομηνίες, σύγκριση, νωρίς.","Να είσαι ευέλικτος με ημερομηνίες, σύγκρινε σάιτ, κλείσε νωρίς."
936,φτηνές πτήσεις - συμβουλές?,"Ευέλικτες ημερομηνίες, σύγκριση, νωρίς.","Να είσαι ευέλικτος με ημερομηνίες, σύγκρινε σάιτ, κλείσε νωρίς."
937,Γρήγορος οδηγός: φτηνές πτήσεις.,"Ευέλικτες ημερομηνίες, σύγκριση, νωρίς.","Να είσαι ευέλικτος με ημερομηνίες, σύγκρινε σάιτ, κλείσε νωρίς."
938,Πώς βρίσκω δρόμο χωρίς ίντερνετ?,"Χάρτες οφλάιν, πινακίδες, ρώτα.","Κατέβασε χάρτες οφλάιν, ακολούθα πινακίδες, ρώτα ανθρώπους."
939,δρόμος χωρίς ίντερνετ - συμβουλές?,"Χάρτες οφλάιν, πινακίδες, ρώτα.","Κατέβασε χάρτες οφλάιν, ακολούθα πινακίδες, ρώτα ανθρώπους."
940,Γρήγορος οδηγός: δρόμος χωρίς ίντερνετ.,"Χάρτες οφλάιν, πινακίδες, ρώτα.","Κατέβασε χάρτες οφλάιν, ακολούθα πινακίδες, ρώτα ανθρώπους."
941,Ποια διαφορά μεταξύ σκύλου και γάτας ως κατοικίδιο?,Σκύλοι: βόλτες και αγωγή· γάτες ανεξάρτητες.,"Οι σκύλοι θέλουν βόλτες και αγωγή, οι γάτες είναι πιο ανεξάρτητες. Διάλεξε κατά χρόνο και χώρο."
942,σκύλος ή γάτα - τι προτείνεις?,Σκύλοι: βόλτες και αγωγή· γάτες ανεξάρτητες.,"Οι σκύλοι θέλουν βόλτες και αγωγή, οι γάτες είναι πιο ανεξάρτητες. Διάλεξε κατά χρόνο και χώρο."
943,Τρένο ή αμάξι για 300 χλμ?,"Τρένο χαλάρωση και πράσινο, αμάξι ευέλικτο.","Το τρένο είναι χαλάρωση και συχνά πιο πράσινο, το αμάξι ευέλικτο με αποσκευές. Με κίνηση κερδίζει το τρένο."
944,τρένο ή αμάξι 300 χλμ - τι προτείνεις?,"Τρένο χαλάρωση και πράσινο, αμάξι ευέλικτο.","Το τρένο είναι χαλάρωση και συχνά πιο πράσινο, το αμάξι ευέλικτο με αποσκευές. Με κίνηση κερδίζει το τρένο."
945,Μήλο ή σοκολάτα για σνακ?,Μήλο: βιταμίνες και χόρταση.,"Πάρε το μήλο για βιταμίνες και χόρταση, τη σοκολάτα ως εξαίρεση."
946,μήλο ή σοκολάτα - τι προτείνεις?,Μήλο: βιταμίνες και χόρταση.,"Πάρε το μήλο για βιταμίνες και χόρταση, τη σοκολάτα ως εξαίρεση."
947,Λάπτοπ ή PC για παιχνίδια?,"PC δυνατότερο για τα λεφτά, λάπτοπ κινητό.","Τα PC δίνουν περισσότερη δύναμη για τα λεφτά, τα λάπτοπ είναι κινητά. Για μαξ διάλεξε PC."
948,λάπτοπ ή PC παιχνίδια - τι προτείνεις?,"PC δυνατότερο για τα λεφτά, λάπτοπ κινητό.","Τα PC δίνουν περισσότερη δύναμη για τα λεφτά, τα λάπτοπ είναι κινητά. Για μαξ διάλεξε PC."
949,Πόλη ή ύπαιθρος για να ζεις?,Πόλη: δουλειές και κοντά· ύπαιθρος: ηρεμία.,"Οι πόλεις δίνουν δουλειές και κοντά, η ύπαιθρος ηρεμία και χώρο. Διάλεξε κατά δουλειά και στυλ."
950,πόλη ή ύπαιθρος - τι προτείνεις?,Πόλη: δουλειές και κοντά· ύπαιθρος: ηρεμία.,"Οι πόλεις δίνουν δουλειές και κοντά, η ύπαιθρος ηρεμία και χώρο. Διάλεξε κατά δουλειά και στυλ."
951,Τι μετρά πιο πολύ: ύπνος ή διάβασμα?,Ο ύπνος στερεώνει το διάβασμα.,"Ο ύπνος μετρά πιο πολύ γιατί στερεώνει το διάβασμα. Διάβαζε νωρίς, κοιμήσου αρκετά."
952,ύπνος ή διάβασμα - τι προτείνεις?,Ο ύπνος στερεώνει το διάβασμα.,"Ο ύπνος μετρά πιο πολύ γιατί στερεώνει το διάβασμα. Διάβαζε νωρίς, κοιμήσου αρκετά."
953,Καινούριο τηλέφωνο ή κρατάω το παλιό?,Κράτα αν φτάνει· αγόρασε σε βλάβη ή ανάγκη.,Κράτα το αν φτάνει. Αγόρασε καινούριο μόνο σε βλάβη ή πραγματική ανάγκη.
954,καινούριο τηλέφωνο - τι προτείνεις?,Κράτα αν φτάνει· αγόρασε σε βλάβη ή ανάγκη.,Κράτα το αν φτάνει. Αγόρασε καινούριο μόνο σε βλάβη ή πραγματική ανάγκη.
955,Τι είναι οι ψεύτικες ειδήσεις?,"Εφευρεμένες, σαν αληθινές· έλεγξε πηγή.","Οι ψεύτικες ειδήσεις είναι εφευρεμένες. Έλεγξε πηγή, ημερομηνία και άλλα μέσα."
956,ψεύτικες ειδήσεις - τι προτείνεις?,"Εφευρεμένες, σαν αληθινές· έλεγξε πηγή.","Οι ψεύτικες ειδήσεις είναι εφευρεμένες. Έλεγξε πηγή, ημερομηνία και άλλα μέσα."
957,Ποια διαφορά μεταξύ γεγονότος και γνώμης?,"Γεγονός αποδείξιμο, γνώμη προσωπική άποψη.","Ένα γεγονός είναι αποδείξιμο και ελέγξιμο, μια γνώμη είναι προσωπική άποψη."
958,γεγονός ή γνώμη - τι προτείνεις?,"Γεγονός αποδείξιμο, γνώμη προσωπική άποψη.","Ένα γεγονός είναι αποδείξιμο και ελέγξιμο, μια γνώμη είναι προσωπική άποψη."
959,Ποδήλατο ή λεωφορείο στο σχολείο? (5 χλμ),"Καλό καιρό ποδήλατο, βροχή λεωφορείο.","Με καλό καιρό πάρε ποδήλατο (περίπου 20 λεπτά, υγιεινό), με βροχή λεωφορείο."
960,ποδήλατο ή λεωφορείο σχολείο 5 χλμ - τι προτείνεις?,"Καλό καιρό ποδήλατο, βροχή λεωφορείο.","Με καλό καιρό πάρε ποδήλατο (περίπου 20 λεπτά, υγιεινό), με βροχή λεωφορείο."
961,Νερό ή χυμός για δίψα?,"Νερό καλύτερα, χωρίς ζάχαρη.",Το νερό ξεδιψά καλύτερα και δεν έχει ζάχαρη. Χυμός μόνο αραιωμένος.
962,νερό ή χυμός - τι προτείνεις?,"Νερό καλύτερα, χωρίς ζάχαρη.",Το νερό ξεδιψά καλύτερα και δεν έχει ζάχαρη. Χυμός μόνο αραιωμένος.
963,Καφές ή νερό το πρωί?,"Πρώτα νερό, καφές με μέτρο.","Πιες πρώτα νερό, καφέ μετά με μέτρο."
964,καφές ή νερό πρωί - τι προτείνεις?,"Πρώτα νερό, καφές με μέτρο.","Πιες πρώτα νερό, καφέ μετά με μέτρο."
965,Ενοίκιο ή αγορά; (γενικά),Ευέλικτα ενοίκιο· μακροχρόνια έλεγξε αγορά.,"Νοίκιασε αν μένεις ευέλικτος· αν μένεις πολύ και μπορείς να πληρώσεις, έλεγξε αγορά με όλα τα κόστη."
966,ενοίκιο ή αγορά - τι προτείνεις?,Ευέλικτα ενοίκιο· μακροχρόνια έλεγξε αγορά.,"Νοίκιασε αν μένεις ευέλικτος· αν μένεις πολύ και μπορείς να πληρώσεις, έλεγξε αγορά με όλα τα κόστη."
967,Σηκώνομαι νωρίς ή αργά?,Κατά υποχρεώσεις και ύπνο.,Διάλεξε κατά υποχρεώσεις και ύπνο: αρκετός ύπνος και σταθερός ρυθμός μετρούν.
968,νωρίς ή αργά - τι προτείνεις?,Κατά υποχρεώσεις και ύπνο.,Διάλεξε κατά υποχρεώσεις και ύπνο: αρκετός ύπνος και σταθερός ρυθμός μετρούν.
969,Σπορ καθημερινά?,Ξεκούραση μετρά· 3-4 φορές τη βδομάδα φτάνει.,"Όχι, σχεδίασε ξεκούραση. 3-4 φορές τη βδομάδα συνήθως φτάνει, καθημερινά μόνο ελαφρύ."
970,σπορ καθημερινά - τι προτείνεις?,Ξεκούραση μετρά· 3-4 φορές τη βδομάδα φτάνει.,"Όχι, σχεδίασε ξεκούραση. 3-4 φορές τη βδομάδα συνήθως φτάνει, καθημερινά μόνο ελαφρύ."
971,Δουλειά με πυρετό?,"Όχι, ξεκούραση και γιατρός.",Όχι. Ξεκουράσου και πήγαινε σε γιατρό με υψηλό ή μακρύ πυρετό.
972,πυρετός και δουλειά - τι προτείνεις?,"Όχι, ξεκούραση και γιατρός.",Όχι. Ξεκουράσου και πήγαινε σε γιατρό με υψηλό ή μακρύ πυρετό.
973,Πώς διαλέγω μεταξύ δύο προσφορών?,"Κριτήρια, υπέρ/κατά, προθεσμία.","Βάλε κριτήρια, βαθμολόγησε, έλεγξε κόστη και ένστικτο, αποφάσισε με προθεσμία."
974,επιλογή μεταξύ προσφορών - τι προτείνεις?,"Κριτήρια, υπέρ/κατά, προθεσμία.","Βάλε κριτήρια, βαθμολόγησε, έλεγξε κόστη και ένστικτο, αποφάσισε με προθεσμία."
975,Πώς αποταμιεύω 500 ευρώ σε 5 μήνες?,500/5=100 το μήνα αυτόματα.,"Αποταμίευε 100 ευρώ το μήνα αυτόματα, π.χ. εντολή μετά το μισθό."
976,αποταμίευση 500 σε 5 μήνες - τι προτείνεις?,500/5=100 το μήνα αυτόματα.,"Αποταμίευε 100 ευρώ το μήνα αυτόματα, π.χ. εντολή μετά το μισθό."
977,Ποια διαφορά μεταξύ ανάγκης και επιθυμίας?,"Ανάγκη ζωτική, επιθυμία πέρα.","Η ανάγκη είναι ζωτική, η επιθυμία είναι πόθος πέρα."
978,ανάγκη ή επιθυμία - τι προτείνεις?,"Ανάγκη ζωτική, επιθυμία πέρα.","Η ανάγκη είναι ζωτική, η επιθυμία είναι πόθος πέρα."
979,Τι μετρά πιο πολύ: χρήματα ή χρόνος?,"Χρόνος περιορισμένος, χρήματα αντικαταστατά.","Ο χρόνος είναι περιορισμένος και δεν γυρίζει, τα χρήματα ξανακερδίζονται. Μετρά η ισορροπία."
980,χρήματα ή χρόνος - τι προτείνεις?,"Χρόνος περιορισμένος, χρήματα αντικαταστατά.","Ο χρόνος είναι περιορισμένος και δεν γυρίζει, τα χρήματα ξανακερδίζονται. Μετρά η ισορροπία."
981,Σύνοψη: πότε σκέφτεσαι και πότε όχι?,"Κανόνας: κουβέντα χωρίς σκέψη· γεγονότα, υπολογισμοί, εξηγήσεις, αποφάσεις με σκέψη.","Δε σκέφτομαι σε χαιρετισμούς, ευχαριστίες και κουβέντα. Σκέφτομαι σε γεγονότα, υπολογισμούς, εξηγήσεις, συγκρίσεις και αποφάσεις, και τότε δείχνω τη σκέψη."
982,Τι είναι ανοχή?,Όρισε ανοχή απλά και σωστά.,ανοχή σύντομα: Η ανοχή δέχεται άλλες γνώμες και τρόπους ζωής.
983,Τι είναι υπομονή?,Όρισε υπομονή απλά και σωστά.,υπομονή σύντομα: Η υπομονή περιμένει ήρεμα και επιμένει.
984,Τι είναι θάρρος?,Όρισε θάρρος απλά και σωστά.,θάρρος σύντομα: Το θάρρος κάνει το σωστό παρά το φόβο.
985,Τι είναι πειθαρχία?,Όρισε πειθαρχία απλά και σωστά.,πειθαρχία σύντομα: Η πειθαρχία επιμένει ακόμα χωρίς όρεξη.
986,Τι είναι δημιουργικότητα?,Όρισε δημιουργικότητα απλά και σωστά.,δημιουργικότητα σύντομα: Η δημιουργικότητα βρίσκει νέες ιδέες και λύσεις.
987,Τι είναι ομαδική δουλειά?,Όρισε ομαδική δουλειά απλά και σωστά.,ομαδική δουλειά σύντομα: Η ομαδική δουλειά προχωρά μαζί προς στόχο.
988,Τι είναι ευθύνη?,Όρισε ευθύνη απλά και σωστά.,ευθύνη σύντομα: Η ευθύνη αναλαμβάνει πράξεις και συνέπειες.
989,Τι είναι εμπιστοσύνη?,Όρισε εμπιστοσύνη απλά και σωστά.,εμπιστοσύνη σύντομα: Η εμπιστοσύνη επιτρέπει να βασίζεσαι σε άλλους.
990,Τι είναι ευγένεια?,Όρισε ευγένεια απλά και σωστά.,ευγένεια σύντομα: Η ευγένεια είναι σεβαστική και ευγενική.
991,Τι είναι ακρίβεια?,Όρισε ακρίβεια απλά και σωστά.,ακρίβεια σύντομα: Η ακρίβεια κρατά συμφωνημένες ώρες.
992,Τι είναι αξιοπιστία?,Όρισε αξιοπιστία απλά και σωστά.,αξιοπιστία σύντομα: Η αξιοπιστία κρατά υποσχέσεις.
993,Τι είναι υγεία?,Όρισε υγεία απλά και σωστά.,υγεία σύντομα: Η υγεία είναι σωματική και ψυχική ευεξία.
994,Τι είναι ευτυχία?,Όρισε ευτυχία απλά και σωστά.,ευτυχία σύντομα: Η ευτυχία είναι ικανοποίηση και χαρούμενες στιγμές.
995,Τι είναι επιτυχία?,Όρισε επιτυχία απλά και σωστά.,επιτυχία σύντομα: Η επιτυχία φτάνει καθορισμένους στόχους.
996,Τι είναι μάθηση?,Όρισε μάθηση απλά και σωστά.,μάθηση σύντομα: Η μάθηση αποκτά γνώση και δεξιότητες.
997,Τι είναι γνώση?,Όρισε γνώση απλά και σωστά.,γνώση σύντομα: Η γνώση είναι κατανοητή πληροφορία για τον κόσμο.
998,Τι είναι εμπειρία?,Όρισε εμπειρία απλά και σωστά.,εμπειρία σύντομα: Η εμπειρία είναι γνώση από βιωμένα.
999,Τι είναι χιούμορ?,Όρισε χιούμορ απλά και σωστά.,χιούμορ σύντομα: Το χιούμορ ξέρει να γελά με αστεία.
1000,Τι είναι αγάπη?,Όρισε αγάπη απλά και σωστά.,αγάπη σύντομα: Η αγάπη είναι βαθιά στοργή και φροντίδα.
